Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.02;3.11;5.52;5.74;5.81;4.31;4.01;2.80;2.54;4.77;5.53;3.51;3.07
Price/Earnings;16.02;9.15;20.09;37.00;12.29;9.63;13.07;8.79;—;14.36;20.41;10.99;25.84
Price/Cash Flow;12.20;8.79;13.89;19.15;18.24;13.59;9.25;8.34;—;9.18;13.20;9.42;17.36
Price/Book;2.33;2.47;4.52;5.17;4.89;3.35;3.09;1.76;1.42;2.06;2.40;2.21;4.27
Price/Forward Earnings;11.85;5.59;11.35;9.18;12.74;8.90;12.80;11.42;8.58;12.32;12.63;10.13;—
PEG Ratio;0.34;0.14;0.11;0.09;—;18.16;—;—;—;—;—;—;—
Earnings Yield %;6.24;10.93;4.98;2.70;8.13;10.39;7.65;11.38;-2.40;6.96;4.90;7.48;—
Enterprise Value (Bil);2.38;2.49;5.31;5.66;6.29;5.06;5.45;3.78;3.30;5.98;7.33;4.49;—
Enterprise Value/EBIT;9.00;5.44;11.71;16.77;5.87;4.83;6.75;4.60;—;9.61;14.10;6.19;—
Enterprise Value/EBITDA;8.39;5.13;10.97;15.36;5.69;4.69;6.50;4.42;—;8.91;12.86;5.86;—
