Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.23;0.24;0.51;0.64;0.81;0.85;0.84;0.32;0.40;0.46;0.39;0.55;1.50
Price/Earnings;5.55;7.45;16.28;15.70;17.07;16.16;14.83;7.35;29.36;—;18.50;15.73;24.83
Price/Cash Flow;2.48;3.03;6.20;5.94;7.10;7.28;7.80;2.93;3.09;8.12;3.46;5.35;11.13
Price/Book;1.36;1.40;2.93;3.34;3.55;3.68;3.60;1.34;1.68;2.37;1.98;2.37;1.87
Price/Forward Earnings;5.77;6.44;13.50;14.33;14.06;12.08;12.11;7.55;12.77;18.48;22.94;13.07;—
PEG Ratio;2.57;0.86;1.79;1.90;—;—;—;—;—;—;—;—;—
Earnings Yield %;18.01;13.42;6.14;6.37;5.86;6.19;6.74;13.60;3.41;-13.79;-17.11;3.01;—
Enterprise Value (Bil);2.93;3.61;6.70;8.58;11.40;13.54;15.85;8.40;10.64;12.10;9.57;11.68;—
Enterprise Value/EBIT;4.54;5.03;9.62;10.88;11.90;12.38;11.26;6.03;14.39;—;11.15;10.55;—
Enterprise Value/EBITDA;4.54;2.86;5.40;6.16;6.92;7.12;6.72;3.47;5.26;10.79;8.21;6.20;—
