Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.49;4.80;4.18;3.65;3.80;4.10;3.99;5.15;5.11;5.15;4.63;4.82;3.07
Price/Earnings;33.73;35.28;38.10;38.90;43.73;29.97;25.07;104.55;24.00;27.98;35.28;75.24;25.84
Price/Cash Flow;16.86;15.16;13.15;12.77;13.00;12.28;15.11;14.02;19.57;16.31;16.89;15.71;17.36
Price/Book;4.24;3.92;3.41;4.89;5.58;5.72;6.34;17.43;20.23;231.69;57.71;39.42;4.27
Price/Forward Earnings;21.83;21.60;20.58;17.27;16.84;15.63;18.52;16.89;20.20;20.28;20.08;19.06;—
PEG Ratio;1.35;1.44;1.62;1.12;0.70;0.96;2.70;1.27;2.46;1.82;2.44;1.89;—
Earnings Yield %;2.96;2.83;2.62;2.57;2.29;3.34;3.99;0.96;4.17;3.57;2.83;3.10;—
Enterprise Value (Bil);10.55;11.30;10.90;10.80;11.88;13.61;13.04;13.79;14.84;16.94;17.58;14.72;—
Enterprise Value/EBIT;25.91;28.91;29.84;31.72;33.82;24.63;22.78;19.67;25.69;25.33;33.82;23.75;—
Enterprise Value/EBITDA;18.90;18.66;17.44;16.71;16.36;15.66;17.37;15.62;19.88;20.43;25.60;17.91;—
