Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.75;0.64;0.89;0.92;0.84;1.10;1.10;1.01;1.15;1.16;1.28;1.08;3.07
Price/Earnings;15.19;15.57;20.76;18.84;16.28;22.72;19.61;22.14;19.29;22.70;33.96;21.90;25.84
Price/Cash Flow;13.70;7.55;8.07;11.77;8.93;11.13;16.15;10.32;16.55;8.86;8.91;12.11;17.36
Price/Book;2.13;1.99;2.70;2.56;2.79;3.34;3.05;2.93;3.36;3.18;3.52;3.14;4.27
Price/Forward Earnings;12.97;11.98;15.67;15.43;14.71;19.05;17.33;15.02;16.72;16.98;18.48;16.87;—
PEG Ratio;1.85;1.54;1.95;1.87;1.93;4.23;3.46;2.96;8.99;—;—;35.35;—
Earnings Yield %;6.58;6.42;4.82;5.31;6.14;4.40;5.10;4.52;5.18;4.41;2.94;4.72;—
Enterprise Value (Bil);3.88;4.00;5.07;5.18;5.13;6.19;6.46;6.44;7.93;7.57;8.05;6.84;—
Enterprise Value/EBIT;13.00;11.38;14.06;13.30;12.59;16.26;13.49;14.80;17.06;19.06;25.05;16.36;—
Enterprise Value/EBITDA;8.17;7.25;9.10;8.84;8.29;10.44;9.41;9.60;11.37;11.65;13.94;10.50;—
