Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.10;3.47;3.78;3.54;3.85;3.37;2.83;3.25;3.15;2.65;3.89;3.39;3.07
Price/Earnings;64.33;56.00;129.33;36.78;23.00;23.25;29.85;59.26;—;59.28;73.62;57.39;25.84
Price/Cash Flow;23.99;28.97;29.18;18.61;15.49;18.29;17.66;14.60;81.82;23.69;47.82;34.98;17.36
Price/Book;3.46;2.64;3.08;2.66;2.64;2.15;1.95;2.17;2.23;2.05;3.57;2.42;4.27
Price/Forward Earnings;39.84;32.26;37.04;40.82;35.09;48.08;22.62;—;—;—;—;36.26;—
PEG Ratio;1.41;1.28;1.47;1.62;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.55;1.79;0.77;2.72;4.35;4.30;3.35;1.69;-0.91;1.69;1.36;1.66;—
Enterprise Value (Bil);0.80;0.63;0.74;0.70;0.77;0.80;0.76;0.87;0.98;0.97;1.74;1.02;—
Enterprise Value/EBIT;31.55;27.52;54.93;29.72;23.30;25.46;31.14;24.10;—;28.85;33.30;35.30;—
Enterprise Value/EBITDA;22.12;16.93;25.54;18.06;16.74;16.03;16.13;14.58;75.61;15.20;20.95;28.14;—
