Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.21;4.04;6.04;5.91;3.54;3.68;6.71;3.91;6.26;7.78;2.93;6.29;3.07
Price/Earnings;79.63;124.47;70.20;—;706.67;—;—;52.49;41.68;21.06;5.76;83.27;25.84
Price/Cash Flow;13.18;32.05;28.52;52.79;18.98;62.55;43.71;18.91;24.82;32.79;4.74;37.36;17.36
Price/Book;2.76;3.13;4.84;4.58;3.22;3.58;6.84;4.95;5.88;8.95;3.58;6.69;4.27
Price/Forward Earnings;28.57;41.84;44.25;71.94;38.17;36.90;18.45;17.95;25.84;—;26.11;29.50;—
PEG Ratio;1.30;2.10;2.21;3.59;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.26;0.80;1.42;-1.31;0.14;-1.73;-0.35;1.90;2.40;4.75;17.37;2.17;—
Enterprise Value (Bil);0.50;0.62;1.05;0.98;0.67;0.69;1.45;2.02;3.22;7.64;4.50;3.33;—
Enterprise Value/EBIT;44.91;70.07;57.47;—;51.62;—;125.50;31.57;38.13;16.32;3.68;57.98;—
Enterprise Value/EBITDA;18.74;19.32;24.11;228.98;17.50;43.99;42.01;18.16;24.19;14.69;3.54;30.19;—
