Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.19;3.50;4.54;4.79;5.14;5.11;7.50;6.86;10.44;10.93;13.06;8.75;3.07
Price/Earnings;16.23;23.07;26.69;27.05;—;15.81;24.91;25.25;32.39;32.94;40.81;28.52;25.84
Price/Cash Flow;9.61;20.83;33.97;21.22;813.73;16.73;31.24;19.54;27.86;23.30;27.42;24.66;17.36
Price/Book;5.42;18.16;20.88;15.71;39.85;60.29;51.28;46.76;192.56;179.24;96.79;147.17;4.27
Price/Forward Earnings;13.97;14.03;20.20;20.08;19.80;18.02;23.09;18.02;26.39;28.33;32.89;24.94;—
PEG Ratio;1.45;1.26;1.82;1.81;—;—;—;1.49;3.13;3.62;3.71;—;—
Earnings Yield %;6.16;4.34;3.75;3.70;-0.40;6.32;4.01;3.96;3.09;3.04;2.45;3.73;—
Enterprise Value (Bil);12.92;15.75;20.41;23.08;28.27;29.43;44.45;43.82;68.91;80.75;100.02;57.58;—
Enterprise Value/EBIT;8.89;13.00;13.92;14.62;81.94;10.02;15.66;16.02;22.89;22.93;28.21;18.90;—
Enterprise Value/EBITDA;6.84;11.65;12.70;13.48;58.53;9.42;14.72;14.94;21.41;21.67;26.65;17.73;—
