Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.56;0.49;0.70;0.43;0.66;0.77;0.60;0.39;0.19;0.08;0.17;0.43;3.07
Price/Earnings;29.44;23.53;32.18;—;31.45;76.46;31.11;27.78;19.19;28.60;49.60;35.06;25.84
Price/Cash Flow;12.25;22.21;10.71;7.46;4.37;4.94;6.82;5.51;2.18;0.80;4.77;4.46;17.36
Price/Book;2.35;2.31;3.55;1.86;1.83;2.09;1.80;1.41;—;—;1.28;1.94;4.27
Price/Forward Earnings;22.22;16.67;24.15;14.49;15.53;37.31;15.90;—;—;—;—;23.94;—
PEG Ratio;17.77;5.56;8.06;4.83;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.40;4.25;3.11;-7.37;3.18;1.31;3.21;3.60;5.21;3.50;-11.26;3.87;—
Enterprise Value (Bil);1.15;1.33;1.79;1.86;1.65;1.56;1.37;1.10;0.80;0.65;0.65;1.10;—
Enterprise Value/EBIT;19.89;18.58;23.36;—;20.10;23.88;22.02;17.04;15.99;14.65;19.02;20.24;—
Enterprise Value/EBITDA;11.25;11.69;14.17;39.35;9.40;10.07;8.89;7.70;6.40;6.18;6.84;8.09;—
