Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.24;1.47;1.34;1.15;0.99;0.66;0.54;0.57;0.43;0.72;0.59;3.01
Price/Earnings;18.54;16.84;20.43;20.36;18.72;17.61;12.03;8.20;8.08;13.17;17.81;11.05;25.53
Price/Cash Flow;13.62;14.84;17.15;15.90;14.67;11.20;7.53;5.67;6.85;3.50;5.28;6.56;17.03
Price/Book;—;—;—;—;—;—;—;—;—;95.03;18.80;—;4.19
Price/Forward Earnings;14.62;11.24;15.92;17.99;16.72;14.79;10.06;7.79;7.90;8.99;9.55;10.59;—
PEG Ratio;1.09;0.94;1.35;1.50;1.87;1.70;2.24;3.89;—;—;—;2.11;—
Earnings Yield %;5.40;5.94;4.90;4.91;5.34;5.68;8.32;12.20;12.38;7.59;5.61;10.37;—
Enterprise Value (Bil);5.26;5.62;6.56;6.55;5.81;5.49;4.19;3.74;3.64;3.30;4.26;3.95;—
Enterprise Value/EBIT;11.72;11.06;12.61;12.93;11.72;11.02;8.75;8.78;7.95;12.75;14.15;9.67;—
Enterprise Value/EBITDA;10.35;9.79;11.08;11.17;9.93;9.18;7.09;6.99;6.44;9.02;10.47;7.59;—
