Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.92;3.55;3.20;2.72;0.65;0.75;2.94;1.98;1.57;1.59;1.92;1.65;3.01
Price/Earnings;16.64;18.35;28.29;—;—;—;—;130.00;18.07;—;10.30;59.73;25.53
Price/Cash Flow;9.66;8.54;10.15;9.75;3.37;—;52.35;5.67;7.26;10.39;11.06;12.09;17.03
Price/Book;2.01;1.77;1.27;1.11;0.24;0.42;1.51;0.82;0.81;0.77;0.97;0.82;4.19
Price/Forward Earnings;12.89;13.40;27.78;31.06;-12.55;-10.89;-128.21;17.79;23.15;-114.94;36.10;145.99;—
PEG Ratio;—;1.45;—;1.15;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.01;5.45;3.54;-0.14;-0.34;-361.06;-8.61;0.77;5.54;-7.95;-4.47;-76.42;—
Enterprise Value (Bil);1.56;1.55;1.29;1.12;0.29;0.28;0.68;0.36;0.41;0.36;0.42;0.40;—
Enterprise Value/EBIT;9.17;11.21;17.70;438.78;103.91;—;—;115.60;18.74;—;53.29;23.92;—
Enterprise Value/EBITDA;7.65;8.34;9.95;14.15;3.45;—;145.56;9.63;7.39;26.68;20.80;11.79;—
