Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.75;2.11;3.08;3.39;3.42;3.07;3.08;2.78;3.46;5.01;5.51;3.31;3.07
Price/Earnings;14.88;16.06;22.60;22.11;21.44;18.19;18.89;13.12;23.07;—;51.22;19.29;25.84
Price/Cash Flow;10.24;12.23;14.65;16.94;16.46;12.93;13.74;11.56;36.48;43.00;74.76;23.28;17.36
Price/Book;1.84;2.19;2.86;3.56;3.90;3.85;3.92;3.35;2.90;3.92;3.77;3.38;4.27
Price/Forward Earnings;11.24;12.61;18.66;19.27;18.59;17.45;17.33;14.88;27.10;89.29;36.90;34.76;—
PEG Ratio;0.82;0.95;1.44;1.63;2.02;2.17;1.78;1.68;3.34;2.97;1.13;3.66;—
Earnings Yield %;6.72;6.23;4.42;4.52;4.66;5.50;5.29;7.62;4.34;-0.87;-1.40;4.44;—
Enterprise Value (Bil);78.45;103.86;140.51;171.54;186.78;181.42;183.32;181.20;299.15;368.74;362.33;233.53;—
Enterprise Value/EBIT;9.25;10.94;14.09;13.68;13.22;11.92;12.82;11.76;—;—;168.25;22.42;—
Enterprise Value/EBITDA;7.60;9.02;11.55;11.57;11.33;10.22;10.74;9.84;—;—;125.94;22.10;—
