Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;0.92;1.05;1.14;1.02;1.06;1.20;0.72;0.68;0.57;0.67;0.84;1.50
Price/Earnings;9.98;16.44;18.31;23.01;22.31;18.90;22.53;11.55;12.97;11.93;12.02;15.32;24.83
Price/Cash Flow;5.32;6.89;7.88;7.51;11.31;6.24;9.75;4.69;7.07;2.71;3.55;5.97;11.13
Price/Book;0.96;0.97;1.17;1.33;1.08;1.19;1.35;0.86;0.79;0.70;0.85;0.97;1.87
Price/Forward Earnings;8.71;12.52;12.61;17.18;16.42;20.28;15.85;10.18;10.21;9.81;10.14;13.80;—
PEG Ratio;3.63;1.73;1.74;2.38;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.02;6.08;5.46;4.35;4.48;5.29;4.44;8.66;7.71;8.38;8.32;7.18;—
Enterprise Value (Bil);2.99;3.25;3.66;3.86;3.71;3.67;3.96;2.74;3.29;2.84;3.05;3.22;—
Enterprise Value/EBIT;8.36;12.46;13.98;16.04;14.85;13.43;15.30;10.10;12.33;10.83;9.96;11.98;—
Enterprise Value/EBITDA;5.55;7.06;8.00;8.97;8.18;7.77;8.42;5.98;6.82;5.18;5.23;6.62;—
