Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;10.28;10.73;10.00;9.88;8.89;8.20;9.46;9.93;13.13;12.77;14.83;11.04;3.01
Price/Earnings;86.97;48.29;54.30;54.02;72.35;52.84;54.25;59.47;63.84;53.06;63.29;59.70;25.53
Price/Cash Flow;21.93;21.81;22.11;19.51;19.14;17.31;21.52;21.26;25.43;26.75;29.16;23.16;17.03
Price/Book;7.24;8.54;8.93;9.35;6.21;6.73;9.39;13.04;19.42;26.73;31.94;15.83;4.19
Price/Forward Earnings;42.74;35.71;36.10;34.36;40.82;38.17;37.88;42.92;52.63;40.00;54.35;46.39;—
PEG Ratio;1.99;1.40;1.35;0.98;2.02;1.61;1.62;2.12;2.23;2.06;2.77;2.16;—
Earnings Yield %;1.15;2.07;1.84;1.85;1.38;1.89;1.84;1.68;1.57;1.88;1.58;1.70;—
Enterprise Value (Bil);24.26;38.91;40.10;52.82;57.82;63.27;79.65;89.94;128.84;129.80;158.82;102.18;—
Enterprise Value/EBIT;31.12;35.23;39.41;38.98;42.16;35.92;36.96;46.97;52.20;48.64;55.23;45.72;—
Enterprise Value/EBITDA;18.44;22.25;22.90;22.57;22.52;19.46;21.00;24.14;25.75;28.72;33.03;24.87;—
