Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.34;1.38;2.18;2.42;2.90;3.15;3.33;3.29;4.13;4.23;5.01;3.74;3.07
Price/Earnings;10.30;12.25;20.52;17.70;27.31;23.63;49.57;18.25;33.89;24.31;28.92;35.82;25.84
Price/Cash Flow;7.32;7.26;11.80;12.89;13.32;17.01;15.52;14.18;18.18;19.15;23.46;17.11;17.36
Price/Book;0.85;0.79;1.11;1.32;1.72;1.94;2.28;2.40;3.32;3.64;4.78;2.81;4.27
Price/Forward Earnings;8.62;8.64;12.89;14.68;16.61;16.08;16.84;15.50;20.12;21.74;26.81;19.12;—
PEG Ratio;0.87;1.19;1.29;1.44;3.49;3.72;2.23;2.95;0.62;3.34;3.63;2.30;—
Earnings Yield %;9.71;8.16;4.87;5.65;3.66;4.23;2.02;5.48;2.95;4.11;3.46;3.57;—
Enterprise Value (Bil);5.72;5.39;8.97;9.99;11.51;14.30;15.78;16.83;20.98;25.10;35.60;19.32;—
Enterprise Value/EBIT;7.94;8.36;14.40;11.75;18.57;16.23;39.44;15.38;17.18;19.43;24.91;23.57;—
Enterprise Value/EBITDA;6.90;7.20;12.15;10.11;15.25;13.73;26.97;12.93;14.83;16.87;21.63;18.14;—
