Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.28;2.53;3.06;2.73;1.85;2.23;3.16;1.78;2.07;1.66;2.06;2.08;3.07
Price/Earnings;—;25.60;51.57;17.16;14.71;34.71;56.36;52.00;35.73;—;569.33;66.08;25.84
Price/Cash Flow;24.69;18.65;19.70;16.72;12.04;16.15;21.06;59.95;17.35;9.72;18.80;24.99;17.36
Price/Book;3.11;3.15;3.75;2.87;1.97;2.05;2.34;2.00;2.49;1.45;1.50;1.98;4.27
Price/Forward Earnings;18.38;15.53;20.66;17.67;17.64;—;—;—;—;—;19.19;—;—
PEG Ratio;1.23;1.03;1.38;1.18;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.38;3.91;1.94;5.83;6.80;2.88;1.77;1.92;2.80;-0.19;0.18;2.09;—
Enterprise Value (Bil);0.66;0.79;0.94;0.81;0.59;0.63;0.75;0.85;1.06;0.66;0.69;0.77;—
Enterprise Value/EBIT;197.27;13.39;25.15;12.93;10.56;23.13;34.17;24.18;21.31;59.68;69.10;31.28;—
Enterprise Value/EBITDA;22.68;10.87;18.30;10.53;8.29;13.96;18.49;12.94;13.61;18.25;22.47;15.09;—
