Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.35;0.47;0.35;0.20;0.54;0.81;0.33;0.64;1.48;1.87;0.73;3.01
Price/Earnings;43.73;—;—;—;—;—;37.50;16.43;36.90;23.26;34.65;32.46;25.53
Price/Cash Flow;4.51;25.63;—;10.67;149.88;8.99;107.02;18.23;31.60;20.88;16.28;32.13;17.03
Price/Book;0.88;0.93;1.31;1.05;0.67;2.06;3.30;1.39;3.19;5.02;6.15;2.90;4.19
Price/Forward Earnings;19.49;15.48;42.02;27.70;23.87;27.17;29.41;11.48;18.62;18.42;20.37;21.54;—
PEG Ratio;1.39;1.72;4.67;1.94;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.29;-1.42;-2.39;-0.95;-7.40;-0.65;2.67;6.09;2.71;4.30;2.89;3.00;—
Enterprise Value (Bil);0.14;0.15;0.21;0.16;0.09;0.28;0.55;0.26;0.79;1.06;1.35;0.55;—
Enterprise Value/EBIT;26.25;—;—;—;—;—;47.49;11.28;35.14;18.56;26.67;29.13;—
Enterprise Value/EBITDA;8.91;21.55;74.00;26.90;28.32;48.76;26.18;7.80;23.95;14.78;20.92;60.79;—
