Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;3.05;1.64;0.61;1.81;—;3.07
Price/Earnings;—;—;—;—;—;—;—;417.43;38.46;—;5.21;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;10.04;9.11;3.39;12.73;—;17.36
Price/Book;—;—;—;—;—;—;—;81.90;3.59;1.48;4.38;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;10.73;-7.98;—;—;—
PEG Ratio;—;—;—;—;—;—;—;—;0.72;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;0.24;2.60;-12.03;-13.10;—;—
Enterprise Value (Mil);—;—;—;—;—;—;—;327.12;907.10;547.86;762.12;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;11.12;27.97;38.54;4,564.52;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;5.49;27.97;6.84;17.10;—;—
