Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.46;1.66;2.07;1.92;1.73;1.89;2.07;1.28;1.74;2.01;2.44;1.76;3.07
Price/Earnings;16.43;16.93;20.59;19.49;19.85;22.70;26.13;18.74;20.94;23.02;28.77;22.29;25.84
Price/Cash Flow;13.18;14.50;16.94;16.13;16.99;16.47;20.91;11.15;14.36;12.90;16.99;14.86;17.36
Price/Book;2.68;3.02;3.59;3.08;3.01;3.99;4.49;3.10;4.23;4.23;4.86;3.96;4.27
Price/Forward Earnings;14.14;15.06;17.83;18.02;18.48;20.58;22.03;12.74;17.42;19.19;21.83;18.31;—
PEG Ratio;1.20;1.67;2.02;2.07;2.05;2.28;2.20;—;2.02;3.50;2.27;2.33;—
Earnings Yield %;6.09;5.91;4.86;5.13;5.04;4.40;3.83;5.34;4.78;4.34;3.48;4.59;—
Enterprise Value (Bil);3.54;4.35;5.62;5.42;6.00;7.08;8.08;7.12;9.59;9.80;11.58;8.31;—
Enterprise Value/EBIT;9.11;9.20;11.45;10.53;12.55;15.27;17.02;13.45;16.72;17.94;22.47;16.02;—
Enterprise Value/EBITDA;7.73;8.06;10.02;9.16;10.68;12.79;14.07;10.67;13.31;13.94;17.11;12.86;—
