Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.47;0.80;1.16;1.29;2.75;2.00;2.06;2.14;1.72;1.97;1.77;1.95;2.06
Price/Earnings;—;6.55;9.91;46.08;—;53.42;—;—;—;—;—;263.43;31.62
Price/Cash Flow;3.74;5.05;3.83;9.06;28.85;15.91;12.97;7.73;9.52;—;21.28;11.72;17.41
Price/Book;0.98;1.01;1.35;1.39;2.88;2.02;2.29;2.37;1.69;2.44;2.54;2.11;2.50
Price/Forward Earnings;6.21;12.11;18.59;18.73;—;24.10;15.15;11.79;-33.00;-93.46;—;44.85;—
PEG Ratio;0.62;—;—;—;—;—;0.90;0.91;—;—;—;—;—
Earnings Yield %;-58.65;15.27;10.10;2.17;—;1.87;-9.09;0.00;-7.66;-22.87;-22.18;-8.63;—
Enterprise Value (Bil);0.99;0.93;1.09;1.13;—;1.90;1.84;1.69;0.88;0.79;0.62;1.37;—
Enterprise Value/EBIT;6.97;12.53;22.03;42.78;—;660.60;—;—;—;—;203.37;-548.60;—
Enterprise Value/EBITDA;3.88;5.02;6.56;7.87;—;13.85;5.90;64.10;8.68;—;117.10;21.31;—
