Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.42;1.34;1.09;1.17;0.83;0.68;0.87;0.83;0.64;0.55;1.15;0.87;3.07
Price/Earnings;26.12;28.47;—;—;29.42;—;—;—;—;—;76.67;73.90;25.84
Price/Cash Flow;5.01;11.51;—;33.15;29.41;11.40;100.47;14.34;—;—;17.50;57.14;17.36
Price/Book;1.45;1.30;1.14;1.76;1.29;1.06;1.38;1.27;0.87;1.58;3.33;2.16;4.27
Price/Forward Earnings;24.10;16.78;140.85;32.47;19.84;—;31.55;—;30.49;-8.42;—;42.56;—
PEG Ratio;0.86;1.12;9.33;2.17;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.83;3.51;-4.24;-2.98;3.40;-1.23;-0.49;-6.49;-5.11;-147.95;-172.86;-34.68;—
Enterprise Value (Mil);201.11;189.48;251.89;356.45;298.07;261.67;281.58;269.32;370.13;171.07;92.50;307.44;—
Enterprise Value/EBIT;17.26;15.23;—;—;15.73;55.00;14.86;—;—;—;101.52;5.32;—
Enterprise Value/EBITDA;10.25;9.27;—;44.40;8.42;11.94;8.51;34.41;57.93;—;61.94;34.91;—
