Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.94;3.35;4.18;5.85;6.75;10.48;10.73;10.52;12.49;15.58;16.84;12.42;3.07
Price/Earnings;—;—;—;29.71;42.90;33.62;34.44;24.67;30.96;68.91;49.33;36.90;25.84
Price/Cash Flow;7.12;12.42;11.34;15.47;18.36;21.01;21.59;20.51;24.50;27.58;29.55;23.70;17.36
Price/Book;1.59;1.97;1.94;2.42;2.21;2.71;2.06;1.99;2.57;2.97;3.43;2.57;4.27
Price/Forward Earnings;-80.00;35.59;37.04;135.14;87.72;73.53;51.81;48.31;58.82;75.76;64.94;65.10;—
PEG Ratio;—;9.99;10.41;37.83;17.52;14.76;80.75;—;—;—;26.75;23.34;—
Earnings Yield %;-1.08;-3.82;-1.40;3.37;2.33;2.97;2.90;4.05;3.23;1.45;2.03;2.90;—
Enterprise Value (Bil);8.10;8.91;9.77;11.43;10.53;12.30;11.80;11.80;15.40;18.06;21.28;14.34;—
Enterprise Value/EBIT;27.01;56.67;42.99;23.54;26.86;28.51;28.71;25.24;30.47;57.94;46.69;33.76;—
Enterprise Value/EBITDA;11.80;16.72;15.37;12.98;13.96;16.46;15.87;15.20;18.59;27.50;26.05;19.05;—
