Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.47;5.41;5.64;6.13;4.41;5.13;4.60;3.90;5.02;5.54;5.97;4.87;3.07
Price/Earnings;31.96;36.53;30.64;35.98;28.92;37.89;38.95;45.92;31.53;30.79;33.16;38.45;25.84
Price/Cash Flow;14.35;14.02;15.72;18.02;12.82;13.10;14.45;11.34;13.39;14.34;15.76;13.54;17.36
Price/Book;2.70;3.10;3.31;3.94;3.02;3.65;3.38;3.15;4.00;4.16;4.45;3.70;4.27
Price/Forward Earnings;19.38;23.20;21.51;22.52;20.45;22.68;23.87;15.34;17.70;18.76;21.51;20.16;—
PEG Ratio;1.55;1.40;1.26;1.27;1.20;1.89;1.99;1.06;1.34;1.58;1.87;1.58;—
Earnings Yield %;3.13;2.74;3.26;2.78;3.46;2.64;2.57;2.18;3.17;3.25;3.02;2.79;—
Enterprise Value (Bil);5.10;6.84;7.86;11.11;9.28;11.28;10.91;9.69;14.63;18.35;20.77;13.40;—
Enterprise Value/EBIT;17.41;21.26;19.78;24.14;19.18;23.95;25.21;32.57;25.97;26.78;29.00;28.11;—
Enterprise Value/EBITDA;11.18;13.00;13.39;16.11;12.04;14.07;13.81;13.55;14.56;15.93;17.17;14.80;—
