Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.02;1.36;1.88;1.72;1.52;2.21;1.94;2.01;2.68;2.26;2.30;2.20;3.07
Price/Earnings;22.84;18.08;18.23;20.72;140.70;84.03;22.94;14.17;21.40;17.36;17.87;35.37;25.84
Price/Cash Flow;5.83;5.05;7.79;7.57;4.60;11.02;7.68;7.03;9.50;7.09;7.88;8.30;17.36
Price/Book;1.36;1.30;1.81;1.75;1.85;2.04;1.91;2.08;2.07;1.53;1.58;1.88;4.27
Price/Forward Earnings;15.06;14.62;15.48;18.32;14.90;17.48;17.42;18.42;21.37;15.80;16.86;18.26;—
PEG Ratio;2.51;2.44;3.87;4.58;—;3.50;—;—;—;2.87;—;—;—
Earnings Yield %;4.38;5.53;5.48;4.83;0.71;1.19;4.36;7.06;4.67;5.76;5.60;4.77;—
Enterprise Value (Bil);2.89;2.91;3.67;3.92;4.02;6.49;6.54;7.08;8.17;7.47;8.47;7.12;—
Enterprise Value/EBIT;16.25;11.62;12.35;14.71;41.85;36.96;18.55;17.71;21.39;18.15;20.65;24.98;—
Enterprise Value/EBITDA;9.22;7.18;8.41;9.52;15.89;18.29;11.94;11.92;13.93;11.75;13.33;13.64;—
