Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.26;0.31;0.26;0.36;0.43;0.48;0.33;0.33;0.29;0.58;0.37;3.01
Price/Earnings;4.41;6.37;13.41;11.30;8.22;23.53;20.88;7.48;12.98;—;7.84;15.11;25.53
Price/Cash Flow;2.58;4.80;7.31;6.47;7.80;7.05;7.08;4.52;4.18;7.68;11.16;6.04;17.03
Price/Book;1.18;1.79;2.51;2.28;2.24;1.98;2.48;2.65;1.16;1.20;1.89;1.69;4.19
Price/Forward Earnings;6.01;6.78;10.13;10.93;9.91;16.84;12.85;6.73;8.58;-53.76;416.67;29.92;—
PEG Ratio;0.19;45.19;1.51;1.09;—;3.84;0.82;—;0.80;—;41.95;13.92;—
Earnings Yield %;22.67;15.70;7.46;8.85;12.17;4.25;4.79;13.37;7.70;-37.02;-4.76;-0.62;—
Enterprise Value (Bil);12.21;19.48;28.63;29.14;32.18;36.43;42.92;53.58;68.96;59.83;74.16;50.85;—
Enterprise Value/EBIT;2.84;3.66;7.97;7.70;5.75;17.05;12.65;11.45;10.33;—;842.74;29.33;—
Enterprise Value/EBITDA;2.36;3.08;6.01;5.73;4.48;8.69;7.84;7.84;6.75;—;21.53;8.31;—
