Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;0.70;1.23;1.08;1.05;1.08;1.99;1.97;2.14;1.99;2.40;1.82;3.07
Price/Earnings;14.50;14.75;24.24;18.68;18.21;23.73;27.21;18.98;49.66;—;49.09;26.37;25.84
Price/Cash Flow;24.95;7.67;9.55;18.54;9.08;9.46;13.70;12.50;68.44;—;67.66;17.49;17.36
Price/Book;9.15;9.71;11.40;6.33;14.30;45.99;160.50;—;—;—;1,626.81;522.25;4.27
Price/Forward Earnings;15.02;16.05;18.87;15.58;15.43;16.53;26.67;17.83;16.31;90.09;—;81.51;—
PEG Ratio;1.37;1.78;2.06;2.08;1.86;2.78;2.34;1.14;0.99;—;—;2.26;—
Earnings Yield %;6.90;6.78;4.12;5.35;5.49;4.21;3.68;5.27;2.01;-3.68;-8.74;1.40;—
Enterprise Value (Bil);57.66;53.80;95.69;90.66;95.55;96.87;176.38;184.95;197.11;158.49;180.07;163.26;—
Enterprise Value/EBIT;10.56;8.44;14.16;12.97;11.55;19.92;18.52;17.09;41.35;—;40.90;20.24;—
Enterprise Value/EBITDA;8.08;6.57;11.16;10.20;9.42;14.43;15.26;14.28;28.19;—;131.95;28.58;—
