Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.12;0.38;0.48;0.21;0.27;0.34;0.30;0.24;0.40;0.51;0.31;3.07
Price/Earnings;321.17;—;—;29.92;10.64;33.31;38.03;10.32;12.05;27.01;16.77;21.79;25.84
Price/Cash Flow;6.37;2.89;8.42;8.27;3.90;6.36;7.90;3.99;3.33;6.12;7.58;5.38;17.36
Price/Book;1.00;0.53;1.74;2.19;0.94;1.19;1.49;1.24;0.92;1.35;1.74;1.24;4.27
Price/Forward Earnings;13.91;11.42;18.73;18.02;9.42;17.83;19.80;8.81;11.11;12.02;13.33;15.19;—
PEG Ratio;1.39;0.25;0.41;0.39;0.31;4.82;0.79;—;—;—;—;1.44;—
Earnings Yield %;0.31;-3.25;-0.34;3.34;9.40;3.00;2.63;9.69;8.30;3.70;5.96;5.56;—
Enterprise Value (Bil);0.40;0.29;0.87;1.15;0.48;0.76;1.01;0.91;0.76;1.14;1.51;0.93;—
Enterprise Value/EBIT;82.58;—;—;16.82;5.40;19.37;23.88;10.36;7.97;18.31;11.37;15.27;—
Enterprise Value/EBITDA;5.23;3.87;9.74;7.50;2.68;5.38;6.96;4.66;3.70;6.35;5.97;5.29;—
