Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.79;4.03;3.04;2.52;2.13;5.37;5.53;4.85;5.00;4.59;4.71;4.85;1.76
Price/Earnings;12.54;13.68;10.11;8.37;13.32;—;47.07;24.81;18.83;—;28.89;34.07;17.62
Price/Cash Flow;5.50;—;4.74;3.25;2.76;6.59;6.87;5.31;7.98;3.43;4.24;5.81;9.46
Price/Book;2.44;3.07;2.20;1.67;1.25;1.96;2.08;2.15;2.34;1.43;1.19;1.98;2.05
Price/Forward Earnings;10.87;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;2.58;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.98;—;—;—;—;-5.47;2.12;—;—;—;-12.53;0.54;—
Enterprise Value (Bil);11.97;—;—;—;—;17.99;18.18;—;—;—;11.66;18.70;—
Enterprise Value/EBIT;7.68;—;—;—;—;—;25.49;—;—;—;26.07;19.47;—
Enterprise Value/EBITDA;7.68;—;—;—;—;6.51;5.32;—;—;—;6.05;5.62;—
