Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.50;0.47;0.52;0.50;0.50;0.96;0.98;0.68;0.67;0.62;0.86;0.74;1.45
Price/Earnings;7.52;8.30;11.19;13.65;90.15;55.20;26.07;11.67;11.83;—;12.59;21.73;20.35
Price/Cash Flow;6.56;4.78;5.36;5.27;4.39;12.93;7.45;6.57;4.51;3.57;5.50;6.41;9.77
Price/Book;0.61;1.18;1.34;1.22;0.93;1.28;1.45;1.25;1.25;0.86;0.93;1.16;1.85
Price/Forward Earnings;8.43;5.70;7.14;8.78;—;15.17;16.61;8.96;11.74;13.57;9.47;14.49;—
PEG Ratio;281.16;—;8.21;3.22;—;0.29;0.43;0.60;26.67;2.64;1.84;3.11;—
Earnings Yield %;13.30;12.06;8.94;7.32;—;1.81;3.84;8.57;8.45;-12.41;-10.59;1.99;—
Enterprise Value (Bil);93.23;165.85;184.53;197.82;—;291.51;290.79;263.50;280.79;170.32;189.36;250.17;—
Enterprise Value/EBIT;2.14;4.23;6.19;7.18;—;67.27;17.82;7.95;8.99;—;9.67;19.33;—
Enterprise Value/EBITDA;1.73;3.30;4.18;4.10;—;10.89;7.47;5.06;5.18;5.78;6.32;6.60;—
