Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.18;0.21;0.13;0.11;0.06;0.04;0.09;0.04;0.06;0.05;0.07;1.89
Price/Earnings;23.63;—;—;23.72;—;—;—;0.49;—;—;0.55;0.87;18.67
Price/Cash Flow;—;15.70;70.24;6.62;—;—;—;—;3.14;2.14;1.51;2.79;10.50
Price/Book;1.41;1.17;1.54;3.73;2.30;2.81;2.50;1.20;2.83;2.13;1.49;3.22;1.64
Price/Forward Earnings;9.39;9.59;333.33;15.95;7.75;—;—;—;—;—;4.09;—;—
PEG Ratio;—;0.53;18.29;0.88;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.23;-2.98;-3.65;4.22;-8.40;-65.44;-319.44;205.09;-140.80;-28.11;-320.80;-56.84;—
Enterprise Value (Mil);40.04;0.57;8.49;158.33;170.11;175.15;149.58;70.27;-0.11;19.10;-2.69;96.92;—
Enterprise Value/EBIT;2.69;0.06;0.92;9.11;16.93;—;—;1.86;—;3.23;17.68;6.69;—
Enterprise Value/EBITDA;2.69;0.06;0.92;9.11;16.93;—;—;1.86;—;3.23;17.68;6.69;—
