Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.94;3.35;4.18;5.85;6.75;10.48;10.73;10.52;12.49;15.58;17.10;12.31;3.01
Price/Earnings;—;—;—;29.71;42.90;33.62;34.44;24.67;30.96;68.91;50.08;36.90;25.53
Price/Cash Flow;7.12;12.42;11.34;15.47;18.36;21.01;21.59;20.51;24.50;27.58;30.00;23.60;17.03
Price/Book;1.59;1.97;1.94;2.42;2.21;2.71;2.06;1.99;2.57;2.97;3.48;2.56;4.19
Price/Forward Earnings;-80.00;35.59;37.04;135.14;87.72;73.53;51.81;48.31;58.82;75.76;65.79;65.50;—
PEG Ratio;—;9.99;10.41;37.83;17.52;14.76;80.75;—;—;—;27.16;23.34;—
Earnings Yield %;-1.08;-3.82;-1.40;3.37;2.33;2.97;2.90;4.05;3.23;1.45;2.00;2.90;—
Enterprise Value (Bil);8.10;8.91;9.77;11.43;10.53;12.30;11.80;11.80;15.40;18.06;21.55;14.20;—
Enterprise Value/EBIT;27.01;56.67;42.99;23.54;26.86;28.51;28.71;25.24;30.47;57.94;47.28;33.58;—
Enterprise Value/EBITDA;11.80;16.72;15.37;12.98;13.96;16.46;15.87;15.20;18.59;27.50;26.38;18.94;—
