Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.68;1.10;1.33;1.55;1.78;2.11;1.52;1.77;1.45;1.65;1.77;3.01
Price/Earnings;8.56;8.65;13.71;15.66;18.22;19.83;22.87;15.67;19.44;20.77;13.56;20.69;25.53
Price/Cash Flow;7.78;6.49;11.77;13.88;18.38;14.54;21.30;14.04;13.97;9.91;11.77;15.55;17.03
Price/Book;1.24;1.70;2.67;2.96;6.01;7.06;8.23;4.59;5.93;4.85;5.66;6.55;4.19
Price/Forward Earnings;8.51;9.19;12.77;15.82;18.02;19.19;—;13.48;14.97;12.63;15.11;17.36;—
PEG Ratio;1.12;91.91;2.29;3.64;4.70;3.19;—;0.75;2.97;1.15;6.60;3.09;—
Earnings Yield %;11.68;11.56;7.29;6.38;5.49;5.04;4.37;6.38;5.14;4.81;7.38;5.00;—
Enterprise Value (Bil);16.31;16.23;25.92;31.84;39.36;46.28;57.78;54.44;71.74;63.17;70.23;60.11;—
Enterprise Value/EBIT;5.12;5.11;8.15;9.87;12.42;14.95;16.92;13.02;17.67;18.49;11.12;16.60;—
Enterprise Value/EBITDA;4.17;4.40;7.08;8.61;10.82;13.02;14.93;11.19;14.17;14.25;9.27;13.79;—
