Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.64;6.11;6.48;5.42;5.37;5.58;8.77;4.18;5.84;10.27;8.78;6.95;3.07
Price/Earnings;14.54;23.72;26.49;21.91;19.99;21.55;31.49;16.35;29.94;113.60;59.49;38.17;25.84
Price/Cash Flow;18.27;19.57;33.92;21.64;18.95;20.79;29.62;16.03;25.46;36.43;36.02;26.09;17.36
Price/Book;3.85;4.61;4.60;3.78;3.88;3.50;5.86;2.72;3.23;4.84;4.29;4.11;4.27
Price/Forward Earnings;12.52;19.88;20.83;17.70;17.42;18.15;27.10;15.24;30.30;49.02;36.90;30.39;—
PEG Ratio;0.58;1.17;1.23;1.04;1.29;1.51;2.26;1.27;—;—;—;1.71;—
Earnings Yield %;6.88;4.22;3.78;4.56;5.00;4.64;3.18;6.12;3.34;0.88;1.68;3.37;—
Enterprise Value (Bil);1.44;3.06;3.65;3.45;4.08;4.51;10.55;4.92;6.65;10.70;9.91;7.69;—
Enterprise Value/EBIT;8.55;14.54;16.64;13.77;12.17;13.03;20.23;8.59;20.01;50.73;34.43;21.60;—
Enterprise Value/EBITDA;7.49;12.93;14.61;12.10;10.87;11.41;18.13;7.57;15.60;34.98;25.93;17.13;—
