Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.12;1.54;12.01;4.46;14.15;10.98;3.97;2.20;28.74;9.71;10.20;9.46;3.07
Price/Earnings;—;5.11;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;631.06;—;288.63;—;17.36
Price/Book;25.08;2.58;7.90;3.81;15.64;14.63;13.85;3.00;33.72;12.14;4.26;15.79;4.27
Price/Forward Earnings;-29.50;-4.60;15.72;-3.95;—;-5.58;—;-2.01;-24.51;-11.83;—;—;—
PEG Ratio;—;—;0.79;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-21.19;19.57;-13.29;-25.34;-8.60;-18.66;-15.19;-12.42;-3.68;-2.42;-4.58;-10.70;—
Enterprise Value (Mil);70.73;65.20;173.87;78.80;256.72;177.77;115.16;56.87;712.83;398.93;276.49;249.39;—
Enterprise Value/EBIT;—;4.02;—;—;—;—;—;—;—;—;599.48;-9.99;—
Enterprise Value/EBITDA;—;3.80;—;—;—;—;—;—;—;—;398.93;-15.86;—
