Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.62;1.36;2.10;1.29;1.57;5.53;3.94;1.19;0.82;0.98;2.15;2.34;3.01
Price/Earnings;9.66;9.64;20.76;13.87;170.71;—;67.18;9.68;—;—;14.47;22.42;25.53
Price/Cash Flow;6.89;4.74;9.72;10.51;5.08;23.57;47.01;6.07;4.70;3.92;35.66;24.32;17.03
Price/Book;3.74;3.00;4.13;2.66;2.63;5.14;6.27;2.17;1.31;1.06;1.88;3.01;4.19
Price/Forward Earnings;6.89;10.86;17.09;14.49;-34.84;-99.01;18.18;12.33;80.65;-30.03;—;57.25;—
PEG Ratio;—;3.29;3.23;2.73;—;—;—;0.90;—;—;—;—;—
Earnings Yield %;10.36;10.38;4.82;7.21;0.59;-3.74;1.49;10.33;-4.39;-33.65;-5.34;-6.10;—
Enterprise Value (Bil);2.84;2.79;3.94;2.97;2.61;4.17;5.39;1.99;1.12;0.56;1.11;2.49;—
Enterprise Value/EBIT;6.31;6.27;13.00;8.70;82.69;—;39.30;7.50;—;—;11.84;13.79;—
Enterprise Value/EBITDA;4.61;4.23;7.59;5.23;8.61;—;17.16;4.65;10.08;—;10.60;21.76;—
