Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.27;0.33;0.21;0.10;0.34;0.51;0.28;0.24;0.47;0.68;0.35;1.76
Price/Earnings;9.20;—;—;—;—;—;8.45;4.25;28.72;—;13.11;8.72;12.66
Price/Cash Flow;10.32;4.28;5.91;3.98;2.32;7.39;9.94;4.32;3.38;4.54;8.30;5.67;6.16
Price/Book;0.88;0.51;0.61;0.40;0.22;0.75;0.91;0.52;0.44;0.70;0.81;0.62;2.22
Price/Forward Earnings;8.24;17.73;29.76;12.89;—;12.17;10.98;4.51;14.90;13.81;5.55;9.49;—
PEG Ratio;0.49;0.53;1.05;0.45;—;—;0.26;—;—;0.38;—;—;—
Earnings Yield %;10.87;-16.48;-22.66;-8.15;—;-33.57;11.83;23.52;3.48;-15.46;7.63;-1.87;—
Enterprise Value (Bil);59.81;36.60;34.22;29.59;—;32.98;37.67;27.53;25.35;25.91;32.11;28.89;—
Enterprise Value/EBIT;1.14;—;—;65.53;—;—;8.43;5.22;26.00;—;7.47;0.28;—
Enterprise Value/EBITDA;1.07;51.17;—;7.77;—;—;5.59;3.35;6.20;—;4.89;10.82;—
