Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.63;7.96;7.70;9.64;11.23;10.28;10.50;10.32;11.73;9.11;12.03;10.38;3.07
Price/Earnings;—;—;—;96.31;41.29;33.36;123.92;142.42;497.16;85.40;248.60;328.76;25.84
Price/Cash Flow;20.11;17.90;17.82;21.44;23.38;19.28;19.08;19.86;21.42;17.97;24.79;19.64;17.36
Price/Book;2.51;2.02;2.11;2.88;3.48;3.39;3.68;4.29;4.30;3.49;4.99;3.79;4.27
Price/Forward Earnings;-76.34;36.23;40.32;53.19;—;—;108.70;—;123.46;—;—;—;—
PEG Ratio;—;5.28;5.86;7.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.51;-1.05;-0.30;1.04;2.42;3.00;0.81;0.70;0.20;1.17;0.40;1.00;—
Enterprise Value (Bil);9.60;9.39;9.35;11.52;13.40;13.34;14.04;14.77;17.87;16.56;20.04;15.34;—
Enterprise Value/EBIT;168.43;142.84;85.12;89.03;61.06;74.28;59.55;65.46;89.17;47.56;64.38;65.57;—
Enterprise Value/EBITDA;22.73;22.35;20.75;23.43;22.81;21.94;21.10;22.24;26.62;17.18;21.80;21.53;—
