Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.55;1.12;1.42;1.54;1.88;1.68;1.49;2.10;1.14;0.78;1.06;1.47;3.01
Price/Earnings;10.91;19.85;25.18;29.32;31.22;24.05;18.86;22.16;13.86;20.18;28.26;20.36;25.53
Price/Cash Flow;22.36;33.92;29.95;32.36;27.39;15.90;21.46;21.36;14.87;11.36;14.65;19.49;17.03
Price/Book;3.01;4.58;5.42;5.46;5.16;4.44;3.56;3.32;1.88;1.82;2.48;3.02;4.19
Price/Forward Earnings;9.79;14.60;20.28;19.05;20.75;17.39;16.31;17.12;11.04;12.74;16.95;15.66;—
PEG Ratio;1.26;0.99;1.37;1.29;—;2.34;—;—;—;—;—;—;—
Earnings Yield %;9.17;5.04;3.97;3.41;3.20;4.16;5.30;4.51;7.22;4.96;3.54;5.10;—
Enterprise Value (Bil);1.93;2.78;3.77;4.23;5.59;5.32;5.19;5.26;3.82;3.83;4.60;4.72;—
Enterprise Value/EBIT;11.33;16.08;21.29;20.80;25.96;21.09;17.20;21.98;14.00;19.70;26.01;18.90;—
Enterprise Value/EBITDA;8.76;12.76;16.88;16.66;19.87;15.94;13.07;15.26;10.28;12.17;15.25;13.40;—
