Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.80;0.62;1.20;1.04;1.28;1.78;1.82;1.20;1.39;2.30;4.72;1.71;3.07
Price/Earnings;1.87;—;—;71.27;—;64.07;33.06;7.49;3,327.00;11.58;13.41;266.89;25.84
Price/Cash Flow;9.29;6.26;10.30;8.56;14.21;12.39;9.71;6.50;10.51;—;8.37;9.35;17.36
Price/Book;0.82;1.30;2.71;2.38;2.17;2.67;3.00;1.89;2.76;2.27;3.38;2.34;4.27
Price/Forward Earnings;-25.58;-27.86;123.46;34.36;35.97;22.68;21.69;17.33;23.42;-24.81;—;22.63;—
PEG Ratio;—;—;12.41;2.29;—;—;2.12;—;1.90;—;—;—;—
Earnings Yield %;53.50;-31.10;-11.69;1.40;-0.40;1.56;3.02;13.36;0.03;8.63;-10.00;6.75;—
Enterprise Value (Bil);16.73;17.74;23.19;22.11;23.85;27.87;30.41;26.16;30.97;30.78;36.81;28.42;—
Enterprise Value/EBIT;4.24;—;—;17.73;19.71;59.60;17.85;20.25;26.14;13.03;12.41;43.26;—
Enterprise Value/EBITDA;3.58;57.26;41.41;10.69;11.73;21.70;11.35;10.87;12.53;8.54;97.42;14.92;—
