Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.24;0.50;0.41;0.18;0.26;0.15;0.28;0.23;0.45;0.79;0.29;3.07
Price/Earnings;7.04;6.09;28.21;12.87;—;—;—;6.15;40.90;—;54.55;19.82;25.84
Price/Cash Flow;2.49;3.39;8.54;9.06;—;3.54;5.20;6.27;4.66;—;5.52;5.47;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;6.08;4.06;8.68;6.97;44.25;—;—;—;4.86;10.93;14.56;—;—
PEG Ratio;0.61;0.41;0.87;0.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.21;16.42;3.54;7.77;-8.78;-6.09;-28.47;16.25;2.45;-7.32;-26.55;-5.71;—
Enterprise Value (Bil);0.88;0.57;1.38;1.20;0.57;0.73;0.46;0.73;0.98;0.66;1.56;0.73;—
Enterprise Value/EBIT;3.21;2.01;7.40;5.52;—;—;—;—;6.67;—;8.35;3.29;—
Enterprise Value/EBITDA;1.82;1.24;3.90;3.15;—;—;—;—;3.29;4.51;7.48;2.90;—
