Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.40;2.83;3.37;3.71;3.62;3.87;3.90;4.36;5.24;6.21;7.69;4.70;1.50
Price/Earnings;20.07;22.13;26.28;28.60;29.41;33.87;28.41;28.01;37.66;53.77;60.45;35.90;24.83
Price/Cash Flow;16.59;17.98;20.70;22.35;22.39;21.43;20.75;21.40;27.35;31.46;33.35;23.97;11.13
Price/Book;3.02;3.05;3.52;3.37;3.80;4.42;4.21;4.63;5.43;6.00;7.41;4.86;1.87
Price/Forward Earnings;17.70;23.58;27.70;23.09;23.53;25.00;26.39;26.18;30.96;37.31;46.30;30.33;—
PEG Ratio;2.93;2.95;3.88;2.81;2.68;3.45;3.63;4.03;3.66;5.22;4.76;4.11;—
Earnings Yield %;4.98;4.52;3.81;3.50;3.40;2.95;3.52;3.57;2.66;1.86;1.65;2.90;—
Enterprise Value (Bil);49.19;62.29;76.02;76.28;88.36;97.30;105.01;112.26;147.14;171.85;211.01;126.29;—
Enterprise Value/EBIT;14.95;15.93;18.65;18.66;20.79;23.43;21.21;22.88;27.26;36.36;43.34;25.89;—
Enterprise Value/EBITDA;12.61;13.54;15.77;15.45;17.05;17.48;17.32;18.60;21.13;26.24;30.59;19.86;—
