Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.07;1.01;1.55;1.66;1.62;2.18;2.49;1.93;2.13;2.15;2.39;2.07;3.01
Price/Earnings;17.86;12.62;23.22;18.14;15.19;20.98;22.28;40.62;20.52;29.99;49.28;27.54;25.53
Price/Cash Flow;13.88;9.09;29.38;17.28;9.02;12.40;15.34;14.76;13.34;10.36;12.82;12.66;17.03
Price/Book;1.67;1.52;2.03;1.75;1.64;2.12;2.54;2.28;2.60;1.96;1.92;2.20;4.19
Price/Forward Earnings;13.91;9.96;16.26;14.77;13.61;17.73;20.83;14.68;17.83;26.53;26.74;19.88;—
PEG Ratio;0.56;1.00;1.63;1.48;1.36;1.77;2.08;2.10;1.78;2.65;2.67;2.15;—
Earnings Yield %;5.60;7.93;4.31;5.51;6.58;4.77;4.49;2.46;4.87;3.33;2.03;4.44;—
Enterprise Value (Bil);1.63;1.78;2.18;2.49;2.32;3.01;3.77;3.24;3.94;3.21;3.18;3.31;—
Enterprise Value/EBIT;14.34;13.28;14.53;15.31;12.42;17.60;17.66;14.40;18.01;21.92;31.64;17.33;—
Enterprise Value/EBITDA;9.51;9.30;10.28;10.16;8.76;12.09;12.44;10.22;12.38;13.61;17.06;11.69;—
