Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.93;1.29;2.59;1.11;1.22;0.91;1.59;1.50;1.87;0.95;2.50;1.49;3.07
Price/Earnings;89.29;—;—;—;97.25;—;—;—;—;—;—;—;25.84
Price/Cash Flow;13.79;9.00;33.08;8.70;11.08;—;171.45;31.01;24.01;—;7,151.41;641.29;17.36
Price/Book;1.49;1.26;2.52;1.23;0.88;0.98;1.27;1.31;1.75;1.16;2.47;1.39;4.27
Price/Forward Earnings;18.38;27.47;-23.64;34.01;30.67;-66.23;—;263.16;384.62;-7.00;—;389.66;—
PEG Ratio;0.95;1.37;—;1.70;—;—;—;17.67;25.20;—;—;—;—
Earnings Yield %;1.12;-25.55;-11.68;-10.68;1.03;-69.81;-8.05;-2.64;-2.38;-36.22;-17.07;-23.46;—
Enterprise Value (Mil);197.44;138.39;307.79;112.36;54.23;9.10;36.67;32.75;122.42;46.66;100.28;58.14;—
Enterprise Value/EBIT;38.75;—;—;18.85;16.99;—;—;—;—;—;-11.59;11.63;—
Enterprise Value/EBITDA;14.52;—;—;10.65;7.93;—;—;—;71.63;—;32.37;-3.45;—
