Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.46;8.50;7.39;8.35;7.91;7.63;7.77;6.52;7.34;5.14;6.67;6.89;3.01
Price/Earnings;91.38;62.24;24.60;60.42;54.84;27.39;41.07;33.52;41.15;14.77;39.84;35.31;25.53
Price/Cash Flow;29.59;24.80;20.93;28.27;23.49;20.73;22.64;15.92;17.80;12.84;16.03;17.97;17.03
Price/Book;3.06;3.15;2.80;3.57;3.47;3.50;3.57;3.06;3.90;2.48;3.15;3.29;4.19
Price/Forward Earnings;68.03;39.06;31.15;48.78;77.52;34.25;44.25;35.97;37.45;33.44;46.95;39.92;—
PEG Ratio;9.91;5.93;4.72;6.10;9.66;4.28;9.95;5.39;38.23;—;—;23.54;—
Earnings Yield %;1.09;1.61;4.06;1.66;1.82;3.65;2.44;2.98;2.43;6.77;2.51;3.34;—
Enterprise Value (Bil);21.58;23.91;25.45;29.71;28.31;28.93;30.01;28.15;33.05;26.69;30.50;29.26;—
Enterprise Value/EBIT;35.59;33.78;22.35;36.64;32.62;34.81;30.97;27.56;30.84;16.76;30.26;28.84;—
Enterprise Value/EBITDA;20.97;20.58;15.23;20.74;18.81;19.14;18.64;17.00;18.92;11.70;17.93;17.35;—
