Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.38;0.37;0.53;0.58;0.93;1.14;1.37;0.97;1.08;1.07;1.40;1.15;1.50
Price/Earnings;7.70;10.60;13.57;14.00;17.25;17.50;21.03;14.97;15.85;17.44;22.86;17.74;24.83
Price/Cash Flow;8.07;6.47;8.88;25.93;11.85;28.34;20.43;40.37;15.81;11.19;12.64;23.29;11.13
Price/Book;0.78;0.78;1.09;1.45;2.34;2.94;3.40;2.44;2.53;2.36;2.94;2.78;1.87
Price/Forward Earnings;9.24;8.82;10.50;11.82;16.26;17.48;18.59;12.08;15.55;17.70;19.76;17.28;—
PEG Ratio;1.42;1.19;1.42;1.60;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.99;9.43;7.37;7.14;5.80;5.71;4.76;6.68;6.31;5.74;4.37;5.81;—
Enterprise Value (Mil);65.27;66.80;100.36;148.72;246.07;353.82;449.01;380.49;456.40;451.34;569.52;421.16;—
Enterprise Value/EBIT;4.40;4.70;6.86;8.56;11.29;12.06;14.58;10.71;11.11;11.24;14.67;12.13;—
Enterprise Value/EBITDA;4.18;4.43;6.50;7.95;10.53;11.38;13.79;10.18;9.96;9.43;12.26;11.15;—
