Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.31;4.76;6.45;7.96;6.57;5.98;3.55;3.86;3.06;2.51;2.00;3.56;1.56
Price/Earnings;9.14;13.42;19.67;20.38;18.71;10.35;9.08;16.22;29.76;23.38;20.71;17.14;20.20
Price/Cash Flow;8.54;7.06;10.17;13.02;8.87;9.76;5.57;5.85;5.54;4.79;3.42;5.87;10.41
Price/Book;—;3.92;4.34;5.59;3.73;2.32;1.26;1.62;1.21;0.73;0.67;1.42;1.95
Price/Forward Earnings;13.07;15.11;15.22;19.12;17.21;18.28;16.08;19.88;19.23;22.22;13.87;19.57;—
PEG Ratio;3.29;3.00;3.02;3.80;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;7.45;5.08;4.91;5.34;9.66;11.02;6.16;3.36;4.28;-4.08;6.57;—
Enterprise Value (Bil);—;14.98;16.00;19.01;17.19;14.62;11.49;13.42;10.84;7.84;6.38;11.65;—
Enterprise Value/EBIT;—;19.00;20.27;21.56;18.53;10.80;18.35;25.12;36.01;25.47;354.29;38.14;—
Enterprise Value/EBITDA;—;11.14;11.93;13.52;11.31;7.44;8.49;10.95;9.04;6.88;8.91;8.59;—
