Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.60;5.17;4.12;4.25;3.74;4.20;3.50;4.01;4.86;4.57;4.09;4.24;2.06
Price/Earnings;14.08;21.15;17.36;19.85;19.46;10.95;15.63;22.67;20.14;9.51;16.13;16.01;31.62
Price/Cash Flow;11.91;12.40;9.11;9.80;7.69;7.43;6.87;7.41;9.54;7.56;6.28;7.84;17.41
Price/Book;3.26;3.69;3.18;3.10;2.73;2.61;1.91;2.02;2.34;1.82;1.61;2.11;2.50
Price/Forward Earnings;16.10;16.53;14.90;17.48;—;15.48;19.16;16.64;17.64;15.46;14.51;16.75;—
PEG Ratio;1.53;1.27;1.15;1.34;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.10;4.73;5.76;5.04;—;9.14;6.40;4.41;4.97;10.51;6.20;7.01;—
Enterprise Value (Bil);6.45;8.54;7.32;7.53;—;7.51;6.43;6.73;8.79;7.84;7.40;7.46;—
Enterprise Value/EBIT;11.50;16.16;13.96;15.79;—;9.86;12.74;17.84;18.26;10.50;15.25;13.90;—
Enterprise Value/EBITDA;8.91;11.45;13.96;15.79;—;9.86;12.74;17.84;18.26;10.50;9.43;11.63;—
