Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.30;0.39;0.66;0.79;0.62;0.51;0.44;0.36;0.31;0.51;0.59;0.44;3.01
Price/Earnings;—;149.00;25.52;43.59;9.59;21.26;19.89;10.71;10.63;10.39;8.80;13.56;25.53
Price/Cash Flow;—;13.87;49.41;45.73;182.91;21.01;98.30;5.99;—;2.54;2.31;13.40;17.03
Price/Book;0.76;1.04;1.72;2.04;1.57;1.50;1.38;1.18;0.97;1.70;2.03;1.38;4.19
Price/Forward Earnings;7.76;25.00;32.79;23.20;25.77;16.89;15.75;10.46;8.35;10.25;15.04;12.86;—
PEG Ratio;0.52;1.66;2.18;1.55;—;—;—;—;—;—;—;—;—
Earnings Yield %;-7.98;0.67;3.92;2.29;10.42;4.70;5.03;9.34;9.41;9.62;11.37;8.24;—
Enterprise Value (Bil);0.25;0.31;0.48;0.58;0.55;0.60;0.63;0.58;0.63;0.81;1.12;0.70;—
Enterprise Value/EBIT;—;60.25;26.21;37.96;21.75;14.90;13.92;9.21;10.45;7.61;6.73;11.81;—
Enterprise Value/EBITDA;—;26.63;19.14;25.77;16.60;12.44;11.53;7.88;8.77;6.79;6.20;10.43;—
