Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.10;0.18;0.18;0.15;0.11;0.10;0.05;0.02;0.01;0.14;0.16;0.06;3.07
Price/Earnings;5.56;17.89;25.11;—;—;—;—;—;—;2.39;13.88;4.76;25.84
Price/Cash Flow;2.80;4.74;8.96;6.72;5.74;—;7.80;—;—;3.74;2.47;5.13;17.36
Price/Book;0.63;0.79;0.86;0.68;0.83;0.79;0.52;0.26;0.18;1.05;0.84;0.60;4.27
Price/Forward Earnings;9.78;6.82;7.53;12.58;—;—;-3.33;-0.44;—;—;—;—;—
PEG Ratio;—;—;—;2.10;—;—;—;—;—;—;—;—;—
Earnings Yield %;18.00;5.59;3.98;-6.27;-68.24;-17.04;-34.67;-216.67;-322.10;41.88;7.21;-86.79;—
Enterprise Value (Mil);208.71;267.68;294.27;231.29;190.50;125.57;92.66;-2.08;859.25;133.79;91.53;248.63;—
Enterprise Value/EBIT;7.87;10.56;17.74;—;—;—;—;—;—;16.37;6.49;-2.02;—
Enterprise Value/EBITDA;4.52;5.31;6.81;11.33;—;5.22;6.54;—;—;7.05;3.61;12.43;—
