Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.96;1.30;1.51;1.75;1.98;1.79;2.28;1.88;2.18;2.28;2.46;2.15;3.07
Price/Earnings;18.04;21.93;22.25;23.86;24.77;21.73;26.29;18.76;21.71;22.96;23.52;22.97;25.84
Price/Cash Flow;10.65;14.84;15.87;18.15;18.32;16.84;19.52;16.09;17.67;14.11;17.91;17.49;17.36
Price/Book;3.43;5.21;8.16;13.68;22.01;29.05;87.03;147.03;—;186.30;196.29;95.66;4.27
Price/Forward Earnings;15.36;16.78;21.51;23.31;24.94;18.80;22.94;16.61;21.01;21.65;24.45;21.23;—
PEG Ratio;1.07;1.12;1.28;1.68;1.77;1.45;1.96;1.44;1.91;2.25;3.27;2.14;—
Earnings Yield %;5.54;4.56;4.49;4.19;4.04;4.60;3.80;5.33;4.61;4.36;4.25;4.39;—
Enterprise Value (Bil);73.36;100.74;127.11;152.88;185.50;182.62;243.36;218.10;271.07;312.36;378.41;254.43;—
Enterprise Value/EBIT;11.50;13.56;13.86;14.89;15.87;13.96;16.81;14.13;17.07;17.70;18.18;16.42;—
Enterprise Value/EBITDA;9.09;11.06;11.65;12.69;13.72;12.15;14.74;12.41;14.95;15.54;16.15;14.38;—
