Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.11;0.15;0.12;0.17;0.22;0.31;0.55;0.22;0.22;0.38;0.48;0.29;1.50
Price/Earnings;4.11;10.50;9.30;—;16.58;42.01;18.22;10.00;10.43;45.23;18.92;19.86;24.83
Price/Cash Flow;1.66;1.84;1.40;2.90;3.61;5.17;8.25;3.85;3.55;5.31;5.72;4.68;11.13
Price/Book;1.05;1.25;0.93;1.25;1.51;1.91;3.25;1.27;1.11;1.80;2.28;1.71;1.87
Price/Forward Earnings;6.44;7.14;8.43;13.42;13.81;—;—;—;—;16.81;20.12;—;—
PEG Ratio;16.09;2.46;2.91;4.63;—;—;—;—;—;—;—;—;—
Earnings Yield %;24.34;9.52;10.76;-3.92;6.03;2.38;5.49;10.01;9.59;2.21;5.28;7.68;—
Enterprise Value (Bil);1.13;1.15;1.07;0.70;0.75;0.88;1.60;0.74;0.71;1.28;1.68;0.97;—
Enterprise Value/EBIT;6.75;9.70;8.31;52.93;15.27;23.38;13.98;7.84;7.34;23.94;13.12;13.37;—
Enterprise Value/EBITDA;4.19;5.33;4.69;7.36;6.20;7.77;8.09;4.15;3.82;6.86;6.41;5.69;—
