Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.40;9.10;7.70;11.04;9.79;9.74;9.29;6.29;4.08;1.85;3.72;5.96;3.07
Price/Earnings;415.72;29.91;24.85;166.82;7.75;12.07;61.96;—;47.23;—;18.15;37.53;25.84
Price/Cash Flow;26.13;22.82;19.27;30.13;24.41;23.81;24.26;18.30;10.30;10.37;21.86;16.80;17.36
Price/Book;2.46;2.60;2.51;4.14;2.30;2.45;2.47;2.01;1.41;0.65;1.35;1.74;4.27
Price/Forward Earnings;109.89;25.19;19.19;61.35;100.00;68.03;80.65;46.08;86.96;-19.96;—;76.94;—
PEG Ratio;13.97;2.84;2.17;6.92;—;—;4.80;4.50;—;—;—;—;—
Earnings Yield %;0.24;3.48;4.02;0.60;12.90;8.29;1.61;-1.04;2.12;-0.84;-10.97;1.69;—
Enterprise Value (Bil);10.30;13.19;12.99;18.07;19.19;14.99;14.23;10.89;8.87;7.03;8.84;10.99;—
Enterprise Value/EBIT;44.20;28.08;23.28;69.85;10.54;13.27;42.93;37.60;39.83;69.17;76.54;36.72;—
Enterprise Value/EBITDA;20.18;16.64;13.93;29.06;8.38;10.02;21.14;17.56;15.80;16.20;70.97;19.73;—
