Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;7.41;7.38;10.23;10.64;9.99;9.58;1.04;0.80;0.39;0.49;4.71;3.07
Price/Earnings;—;—;133.80;108.19;18.90;19.36;32.49;0.61;1.51;2.21;2.59;14.17;25.84
Price/Cash Flow;—;23.07;23.41;24.18;28.42;21.20;17.74;2.81;3.50;7.58;5.39;11.41;17.36
Price/Book;1.50;2.45;2.31;3.43;3.00;2.57;2.78;0.57;0.60;0.22;0.33;1.35;4.27
Price/Forward Earnings;57.14;44.44;23.58;49.75;44.64;48.54;38.91;—;—;—;—;43.80;—
PEG Ratio;10.78;8.07;4.29;9.05;—;—;11.20;—;—;—;—;—;—
Earnings Yield %;—;-2.72;0.75;0.92;5.29;5.16;3.08;163.07;66.14;45.21;-7.01;52.15;—
Enterprise Value (Bil);31.00;34.20;33.71;40.97;38.28;34.38;36.01;14.97;15.82;17.27;17.12;24.31;—
Enterprise Value/EBIT;—;138.31;38.79;44.30;23.49;21.06;34.51;4.37;32.91;19.05;192.38;29.88;—
Enterprise Value/EBITDA;—;29.30;19.45;23.65;16.20;14.69;20.69;3.61;16.52;11.24;28.43;14.12;—
