Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;0.42;0.33;0.39;0.44;0.71;—;1.15
Price/Earnings;—;—;—;—;—;—;12.22;5.27;6.49;21.05;12.71;—;18.18
Price/Cash Flow;—;—;—;—;—;—;—;9.13;7.94;3.63;4.42;—;7.96
Price/Book;—;—;—;—;—;—;0.80;0.61;0.74;0.71;1.07;—;1.75
Price/Forward Earnings;—;—;—;—;—;—;6.18;4.77;5.83;8.65;11.17;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.68;—;—
Earnings Yield %;—;—;—;—;—;—;8.18;18.96;15.40;4.75;7.87;—;—
Enterprise Value (Bil);—;—;—;—;—;—;170.80;168.43;205.95;192.75;245.81;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;14.89;10.42;10.29;22.81;13.48;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;5.12;4.39;4.65;5.66;5.47;—;—
