Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.68;1.44;0.55;0.24;0.52;0.55;0.44;0.57;0.37;0.63;0.50;3.07
Price/Earnings;17.31;14.65;30.64;12.70;—;—;28.71;16.38;16.25;—;17.23;25.68;25.84
Price/Cash Flow;20.57;14.58;18.00;10.11;2.97;8.97;25.62;36.86;21.91;3.16;5.00;17.66;17.36
Price/Book;3.11;3.29;6.49;2.15;1.64;2.92;1.96;1.63;2.05;1.32;1.80;1.92;4.27
Price/Forward Earnings;14.56;12.84;20.62;—;—;—;—;—;—;—;13.85;—;—
PEG Ratio;0.67;0.52;0.84;—;—;—;—;—;—;—;0.57;—;—
Earnings Yield %;5.78;6.83;3.26;7.88;-37.24;-0.52;3.48;6.11;6.15;-6.30;-5.81;2.01;—
Enterprise Value (Bil);0.55;0.91;1.89;1.17;0.70;0.92;0.74;0.71;0.98;0.60;0.89;0.79;—
Enterprise Value/EBIT;10.92;10.09;19.30;10.55;—;120.04;19.20;12.24;12.29;—;12.48;25.34;—
Enterprise Value/EBITDA;9.13;8.41;15.88;8.37;—;23.76;11.11;8.36;9.34;76.02;94.93;16.67;—
