Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;11.02;12.27;6.11;8.18;8.37;13.57;20.18;18.32;11.60;3.07
Price/Earnings;—;—;—;—;—;—;262.00;69.21;116.17;183.85;172.61;177.34;25.84
Price/Cash Flow;—;—;—;193.17;143.15;48.01;37.91;34.20;57.80;111.93;98.28;58.33;17.36
Price/Book;—;—;—;14.68;19.42;13.01;16.68;13.69;20.92;28.94;23.37;18.81;4.27
Price/Forward Earnings;—;—;—;-277.78;625.00;78.13;—;48.08;66.23;128.21;90.91;74.49;—
PEG Ratio;—;—;—;—;4.46;2.60;—;2.41;2.72;6.18;3.86;2.94;—
Earnings Yield %;—;—;—;-1.04;-0.62;-0.20;0.38;1.44;0.86;0.54;0.58;0.59;—
Enterprise Value (Bil);—;—;—;1.25;1.99;1.46;2.38;3.10;6.43;11.13;10.52;4.88;—
Enterprise Value/EBIT;—;—;—;—;—;—;230.60;161.44;109.96;175.02;190.38;184.61;—
Enterprise Value/EBITDA;—;—;—;—;—;114.44;70.50;60.84;68.58;108.28;108.00;92.14;—
