Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.54;0.57;0.63;0.38;0.43;0.44;0.24;0.25;0.31;0.31;0.32;3.01
Price/Earnings;32.30;33.28;33.56;46.35;48.55;119.29;—;16.13;27.60;116.61;29.24;77.42;25.53
Price/Cash Flow;27.18;18.06;15.89;22.85;9.28;10.18;17.16;8.09;5.65;10.16;10.39;10.04;17.03
Price/Book;3.11;2.89;3.16;3.88;1.56;1.90;2.22;1.42;1.42;1.80;2.06;1.77;4.19
Price/Forward Earnings;21.01;21.28;24.04;28.99;15.70;18.69;28.49;10.87;13.72;16.37;14.75;18.61;—
PEG Ratio;0.58;0.70;0.94;1.28;0.72;0.52;2.36;0.44;1.40;1.83;1.04;1.88;—
Earnings Yield %;3.10;3.01;2.98;2.16;2.06;0.84;-0.46;6.20;3.62;0.86;3.42;2.01;—
Enterprise Value (Mil);313.86;366.07;438.56;665.05;758.36;899.71;969.24;713.20;703.20;821.39;952.04;829.33;—
Enterprise Value/EBIT;17.94;18.21;18.16;27.58;31.12;39.12;126.02;14.25;16.31;44.27;21.89;40.12;—
Enterprise Value/EBITDA;12.30;12.52;12.65;18.04;16.95;16.59;24.05;8.31;8.63;14.33;11.77;13.70;—
