Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.90;1.08;3.07;0.89;0.99;1.21;1.74;1.30;0.91;1.21;1.08;1.28;3.01
Price/Earnings;22.18;10.53;28.32;10.00;15.79;19.34;24.90;21.98;19.80;18.58;13.56;21.61;25.53
Price/Cash Flow;17.68;7.51;15.20;—;6.73;10.22;15.15;13.27;10.59;8.77;10.12;11.80;17.03
Price/Book;5.58;3.66;10.98;2.74;2.47;2.94;5.00;4.08;2.69;3.36;3.25;3.78;4.19
Price/Forward Earnings;16.58;9.35;18.94;10.21;11.25;14.81;17.73;14.77;—;—;—;15.86;—
PEG Ratio;1.23;0.69;1.40;0.60;—;—;—;0.99;—;—;—;—;—
Earnings Yield %;4.51;9.50;3.53;10.00;6.33;5.17;4.02;4.55;5.05;5.38;7.38;5.17;—
Enterprise Value (Bil);2.92;2.02;7.78;2.56;2.06;2.50;3.64;3.44;2.40;2.87;2.97;3.03;—
Enterprise Value/EBIT;13.59;5.94;17.12;5.70;7.50;10.77;15.41;10.71;7.95;12.82;10.46;11.64;—
Enterprise Value/EBITDA;11.87;5.41;15.98;5.13;6.01;8.20;11.83;8.54;6.31;9.64;8.31;9.01;—
