Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;2.38;1.21;1.39;1.66;1.50;1.78;1.63;3.07
Price/Earnings;—;—;—;—;—;56.56;41.63;—;76.72;—;72.04;—;25.84
Price/Cash Flow;—;—;—;—;—;63.75;19.17;18.95;14.19;43.08;19.90;25.79;17.36
Price/Book;—;—;—;—;—;5.74;2.80;3.62;4.02;4.60;4.84;4.19;4.27
Price/Forward Earnings;—;—;—;—;—;37.04;56.82;49.02;42.55;116.28;62.50;66.01;—
PEG Ratio;—;—;—;—;—;1.48;3.00;1.26;1.15;4.14;—;2.10;—
Earnings Yield %;—;—;—;—;—;1.77;2.40;-1.92;1.30;-11.16;1.39;-1.66;—
Enterprise Value (Bil);—;—;—;—;—;12.77;6.94;8.22;10.09;8.44;9.75;9.17;—
Enterprise Value/EBIT;—;—;—;—;—;29.84;30.74;—;67.12;—;46.17;45.36;—
Enterprise Value/EBITDA;—;—;—;—;—;22.72;17.63;70.32;29.89;—;26.85;41.55;—
