Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;0.65;0.90;0.97;1.44;1.66;2.49;1.99;1.57;2.55;2.81;2.21;3.07
Price/Earnings;61.25;14.81;19.59;47.63;57.40;74.48;101.70;—;—;—;277.33;143.78;25.84
Price/Cash Flow;4.54;4.60;6.59;8.59;11.03;14.00;25.24;14.45;20.38;37.27;28.03;23.15;17.36
Price/Book;—;1.59;2.24;2.43;3.25;3.40;4.61;3.89;3.37;5.55;6.11;4.56;4.27
Price/Forward Earnings;5.58;6.11;16.61;38.17;19.80;26.32;24.81;36.36;30.86;67.57;97.09;41.16;—
PEG Ratio;0.56;—;—;—;9.90;—;—;—;—;—;—;—;—
Earnings Yield %;1.63;6.75;5.11;2.10;1.74;1.34;0.98;-0.80;-1.35;-0.78;-0.90;-0.05;—
Enterprise Value (Bil);0.61;0.47;0.67;0.85;1.41;1.80;2.57;2.28;2.35;3.72;4.16;2.76;—
Enterprise Value/EBIT;13.37;7.28;9.64;20.80;27.03;38.45;60.61;32.71;311.14;14,030.47;1,157.90;874.53;—
Enterprise Value/EBITDA;7.02;4.81;6.57;9.50;12.78;15.26;22.18;16.33;26.14;42.55;45.05;25.82;—
