Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;10.57;2.04;2.33;2.67;2.78;2.59;2.86;2.13;2.62;2.24;2.19;2.47;1.89
Price/Earnings;10.58;33.79;—;11.97;11.52;—;15.57;23.12;40.50;28.07;24.13;27.04;18.67
Price/Cash Flow;13.94;213.18;52.87;54.32;11.61;12.82;20.87;9.69;21.74;9.72;11.68;14.61;10.50
Price/Book;0.59;0.78;0.88;0.81;0.88;0.92;0.89;0.70;0.82;0.73;0.76;0.81;1.64
Price/Forward Earnings;10.35;8.86;14.58;18.55;17.04;25.13;—;—;—;—;—;18.04;—
PEG Ratio;3.45;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.45;2.96;-2.11;8.35;8.68;-4.78;6.42;4.32;2.47;3.56;4.14;3.08;—
Enterprise Value (Bil);8.00;10.40;12.70;12.38;14.48;14.59;15.59;14.71;17.52;17.54;19.20;15.92;—
Enterprise Value/EBIT;33.21;16.40;104.62;9.80;9.89;—;11.73;12.49;57.17;24.82;20.87;25.32;—
Enterprise Value/EBITDA;27.37;11.95;35.99;8.32;8.43;—;9.74;9.80;24.97;14.61;13.24;18.89;—
