Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.17;2.33;3.84;2.41;2.00;3.59;3.58;3.18;3.25;3.38;5.59;3.34;3.01
Price/Earnings;23.99;18.50;32.65;27.17;43.33;96.92;33.68;22.91;35.90;55.15;86.19;44.01;25.53
Price/Cash Flow;21.05;15.01;27.07;14.97;11.89;20.10;30.72;19.84;20.60;19.00;58.40;22.31;17.03
Price/Book;6.48;4.48;6.08;3.56;2.09;3.46;4.53;4.21;3.90;3.62;6.03;3.91;4.19
Price/Forward Earnings;21.14;15.75;27.70;—;—;—;—;—;—;35.97;71.43;—;—
PEG Ratio;1.41;1.57;2.77;—;—;—;—;—;—;3.60;3.56;—;—
Earnings Yield %;4.17;5.41;3.06;3.68;2.31;1.03;2.97;4.37;2.79;1.81;1.16;2.70;—
Enterprise Value (Bil);1.08;0.91;1.45;0.88;0.54;0.87;1.19;1.23;1.16;1.16;2.07;1.11;—
Enterprise Value/EBIT;15.53;11.54;21.59;17.78;21.70;46.05;21.95;19.50;28.70;51.98;75.74;32.05;—
Enterprise Value/EBITDA;13.83;9.98;17.92;13.36;12.55;24.00;17.22;15.74;20.57;29.53;45.88;20.91;—
