Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.87;1.04;1.01;1.04;1.06;1.35;0.97;1.18;1.24;1.82;1.12;3.01
Price/Earnings;44.12;13.86;15.64;16.09;—;17.30;21.90;28.17;18.89;123.63;476.93;44.47;25.53
Price/Cash Flow;39.95;7.80;9.95;10.73;11.34;8.91;9.88;12.32;9.49;6.89;14.31;9.39;17.03
Price/Book;0.92;1.11;1.16;1.14;1.96;1.68;2.29;1.90;2.34;2.17;2.78;2.02;4.19
Price/Forward Earnings;13.72;12.24;10.82;15.60;15.41;13.42;19.46;11.86;13.85;23.70;27.32;17.98;—
PEG Ratio;0.78;3.02;0.71;1.02;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.27;7.21;6.39;6.22;-16.39;5.78;4.57;3.55;5.29;0.81;0.21;4.28;—
Enterprise Value (Bil);1.01;1.21;1.32;1.34;1.62;1.49;1.91;1.64;1.96;1.68;2.79;1.70;—
Enterprise Value/EBIT;18.59;7.19;8.29;8.32;—;9.55;12.00;11.03;12.94;32.83;54.19;14.39;—
Enterprise Value/EBITDA;12.76;6.22;7.06;7.00;—;7.80;9.66;8.56;9.83;16.29;26.81;10.35;—
