Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.65;2.37;3.28;3.55;2.71;3.17;3.34;2.31;2.25;2.67;2.72;2.69;3.07
Price/Earnings;6.12;10.97;14.73;17.24;12.03;12.20;13.85;—;21.72;138.46;30.07;44.28;25.84
Price/Cash Flow;4.99;5.93;9.59;6.73;8.50;14.10;13.16;8.79;13.52;11.85;12.52;11.95;17.36
Price/Book;0.91;0.86;1.15;1.50;1.17;1.46;1.67;2.05;2.07;2.66;3.17;2.04;4.27
Price/Forward Earnings;7.68;8.81;11.56;14.49;12.24;14.53;16.84;14.60;15.24;19.46;19.84;17.40;—
PEG Ratio;0.69;—;1.26;6.90;2.87;0.74;1.41;1.21;1.58;1.49;1.17;8.35;—
Earnings Yield %;16.33;9.11;6.79;5.80;8.32;8.20;7.22;-2.45;4.60;0.72;3.33;3.69;—
Enterprise Value (Bil);16.29;15.87;22.32;29.09;21.96;24.49;29.25;29.51;30.55;36.10;43.01;30.23;—
Enterprise Value/EBIT;4.12;7.12;9.47;9.97;7.88;15.13;8.03;15.48;17.39;63.22;23.31;21.80;—
Enterprise Value/EBITDA;3.33;4.92;6.61;7.15;5.54;8.71;6.09;9.29;9.55;17.26;12.86;9.97;—
