Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.42;4.26;6.25;9.21;5.00;5.39;4.29;6.18;9.27;11.91;14.86;7.89;3.01
Price/Earnings;—;33.11;49.63;71.57;46.73;83.59;101.92;101.74;293.12;—;8,613.00;619.29;25.53
Price/Cash Flow;17.60;18.45;30.80;45.41;21.90;34.29;—;43.40;85.94;149.41;125.90;99.43;17.03
Price/Book;3.03;5.40;9.09;11.89;6.21;8.97;8.45;5.60;8.59;8.73;11.02;9.10;4.19
Price/Forward Earnings;56.82;28.65;50.76;57.47;50.76;—;126.58;57.14;60.61;94.34;131.58;87.33;—
PEG Ratio;1.90;0.96;1.69;1.92;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.39;3.02;2.02;1.40;2.14;1.20;0.98;0.98;0.34;-0.54;-0.49;0.55;—
Enterprise Value (Bil);0.25;0.43;0.79;1.34;0.83;1.17;1.34;2.25;4.05;7.31;10.54;3.38;—
Enterprise Value/EBIT;150.31;21.19;33.28;39.29;23.30;37.84;90.64;73.72;405.46;—;427.13;131.58;—
Enterprise Value/EBITDA;25.78;16.07;27.10;34.73;21.36;33.78;62.69;54.72;196.82;—;3,146.68;313.47;—
